state,pollster,n,mode,population,start.date,end.date,democratic_candidate,republican_candidate,undecided,other,partisan,two_party_sum,polltype,n_respondents,n_democratic_candidate,pct_democratic_candidate,n_republican_candidate,pct_republican_candidate,n_other,p_other
--,Rasmussen,1500,IVR/Online,Likely Voters,2016-10-17,2016-10-19,40,43,6,6,Nonpartisan,83,0,1500,600,0.4819277108433735,645,0.5180722891566265,90,0.06
--,Quinnipiac,1007,Live Phone,Likely Voters,2016-10-17,2016-10-18,47,40,5,2,Nonpartisan,87,0,1007,473,0.5402298850574713,403,0.45977011494252873,20,0.02
--,Quinnipiac,NA,Live Phone,Likely Voters - Democrat,2016-10-17,2016-10-18,91,4,2,1,Nonpartisan,95,NA,NA,NA,0.9578947368421052,NA,0.042105263157894736,NA,0.01
--,Quinnipiac,NA,Live Phone,Likely Voters - Republican,2016-10-17,2016-10-18,7,80,4,3,Nonpartisan,87,NA,NA,NA,0.08045977011494253,NA,0.9195402298850575,NA,0.03
--,Quinnipiac,NA,Live Phone,Likely Voters - independent,2016-10-17,2016-10-18,38,42,6,3,Nonpartisan,80,NA,NA,NA,0.475,NA,0.525,NA,0.03
--,Rasmussen,NA,IVR/Online,Likely Voters - Democrat,2016-10-16,2016-10-18,80,12,2,2,Nonpartisan,92,NA,NA,NA,0.8695652173913043,NA,0.13043478260869565,NA,0.02
--,Rasmussen,NA,IVR/Online,Likely Voters - Republican,2016-10-16,2016-10-18,11,79,4,2,Nonpartisan,90,NA,NA,NA,0.12222222222222222,NA,0.8777777777777778,NA,0.02
--,Rasmussen,NA,IVR/Online,Likely Voters - independent,2016-10-16,2016-10-18,29,38,12,9,Nonpartisan,67,NA,NA,NA,0.43283582089552236,NA,0.5671641791044776,NA,0.09
--,YouGov,1032,Internet,Likely Voters,2016-10-15,2016-10-18,42,38,10,4,Nonpartisan,80,0,1032,433,0.525,392,0.475,41,0.04
--,YouGov,434,Internet,Likely Voters - Democrat,2016-10-15,2016-10-18,83,7,5,2,Nonpartisan,90,NA,434,360,0.9222222222222223,30,0.07777777777777778,9,0.02
--,YouGov,252,Internet,Likely Voters - Republican,2016-10-15,2016-10-18,3,81,10,2,Nonpartisan,84,NA,252,8,0.03571428571428571,204,0.9642857142857143,5,0.02
--,YouGov,346,Internet,Likely Voters - independent,2016-10-15,2016-10-18,32,37,15,7,Nonpartisan,69,NA,346,111,0.463768115942029,128,0.5362318840579711,24,0.07
--,IBD,NA,Live Phone,Likely Voters - Democrat,2016-10-13,2016-10-18,78,6,3,5,Nonpartisan,84,NA,NA,NA,0.9285714285714286,NA,0.07142857142857142,NA,0.05
--,IBD,NA,Live Phone,Likely Voters - Republican,2016-10-13,2016-10-18,6,82,3,5,Nonpartisan,88,NA,NA,NA,0.06818181818181818,NA,0.9318181818181818,NA,0.05
--,IBD,NA,Live Phone,Likely Voters - independent,2016-10-13,2016-10-18,29,44,6,10,Nonpartisan,73,NA,NA,NA,0.3972602739726027,NA,0.6027397260273972,NA,0.1
--,FOX,912,Live Phone,Likely Voters,2016-10-15,2016-10-17,45,39,6,5,Nonpartisan,84,0,912,410,0.5357142857142857,356,0.4642857142857143,46,0.05
--,FOX,NA,Live Phone,Likely Voters - Democrat,2016-10-15,2016-10-17,87,3,3,4,Nonpartisan,90,NA,NA,NA,0.9666666666666667,NA,0.03333333333333333,NA,0.04
--,FOX,NA,Live Phone,Likely Voters - Republican,2016-10-15,2016-10-17,5,80,5,2,Nonpartisan,85,NA,NA,NA,0.058823529411764705,NA,0.9411764705882353,NA,0.02
--,FOX,NA,Live Phone,Likely Voters - independent,2016-10-15,2016-10-17,31,38,12,12,Nonpartisan,69,NA,NA,NA,0.4492753623188406,NA,0.5507246376811594,NA,0.12
--,Bloomberg,1006,Live Phone,Likely Voters,2016-10-14,2016-10-17,50,41,5,4,Nonpartisan,91,0,1006,503,0.5494505494505495,412,0.45054945054945056,40,0.04
--,Bloomberg,NA,Live Phone,Likely Voters - Democrat,2016-10-14,2016-10-17,93,4,2,1,Nonpartisan,97,NA,NA,NA,0.9587628865979382,NA,0.041237113402061855,NA,0.01
--,Bloomberg,NA,Live Phone,Likely Voters - Republican,2016-10-14,2016-10-17,6,85,4,4,Nonpartisan,91,NA,NA,NA,0.06593406593406594,NA,0.9340659340659341,NA,0.04
--,Bloomberg,NA,Live Phone,Likely Voters - independent,2016-10-14,2016-10-17,39,38,9,13,Nonpartisan,77,NA,NA,NA,0.5064935064935064,NA,0.4935064935064935,NA,0.13
--,Bloomberg,1006,Live Phone,Likely Voters,2016-10-14,2016-10-17,47,38,5,3,Nonpartisan,85,0,1006,473,0.5529411764705883,382,0.4470588235294118,30,0.03
--,Ipsos,1190,Internet,Likely Voters,2016-10-13,2016-10-17,43,39,10,8,Nonpartisan,82,0,1190,512,0.524390243902439,464,0.47560975609756095,95,0.08
--,Ipsos,NA,Internet,Likely Voters - Democrat,2016-10-13,2016-10-17,80,8,7,5,Nonpartisan,88,NA,NA,NA,0.9090909090909091,NA,0.09090909090909091,NA,0.05
--,Ipsos,NA,Internet,Likely Voters - Republican,2016-10-13,2016-10-17,7,78,7,8,Nonpartisan,85,NA,NA,NA,0.08235294117647059,NA,0.9176470588235294,NA,0.08
--,Ipsos,NA,Internet,Likely Voters - independent,2016-10-13,2016-10-17,24,39,12,24,Nonpartisan,63,NA,NA,NA,0.38095238095238093,NA,0.6190476190476191,NA,0.24
--,Ipsos,1190,Internet,Likely Voters,2016-10-13,2016-10-17,42,38,10,4,Nonpartisan,80,0,1190,500,0.525,452,0.475,48,0.04
--,Ipsos,NA,Internet,Likely Voters - Democrat,2016-10-13,2016-10-17,78,8,6,4,Nonpartisan,86,NA,NA,NA,0.9069767441860465,NA,0.09302325581395349,NA,0.04
--,Ipsos,NA,Internet,Likely Voters - Republican,2016-10-13,2016-10-17,8,77,7,4,Nonpartisan,85,NA,NA,NA,0.09411764705882353,NA,0.9058823529411765,NA,0.04
--,Ipsos,NA,Internet,Likely Voters - independent,2016-10-13,2016-10-17,23,34,12,11,Nonpartisan,57,NA,NA,NA,0.40350877192982454,NA,0.5964912280701754,NA,0.11
--,Public Religion Research Institute,692,Live Phone,Likely Voters,2016-10-12,2016-10-17,51,36,6,4,Nonpartisan,87,0,692,353,0.5862068965517241,249,0.41379310344827586,28,0.04
--,Lucid,546,Internet,Likely Voters,2016-10-14,2016-10-16,43,38,10,2,Nonpartisan,81,0,546,235,0.5308641975308642,207,0.4691358024691358,11,0.02
--,Monmouth University,726,Live Phone,Likely Voters,2016-10-14,2016-10-16,50,38,3,3,Nonpartisan,88,0,726,363,0.5681818181818182,276,0.4318181818181818,22,0.03
--,CBS,1189,Live Phone,Likely Voters,2016-10-12,2016-10-16,51,40,5,5,Nonpartisan,91,0,1189,606,0.5604395604395604,476,0.43956043956043955,59,0.05
--,CBS,282,Live Phone,Likely Voters - Democrat,2016-10-12,2016-10-16,92,5,2,1,Nonpartisan,97,NA,282,259,0.9484536082474226,14,0.05154639175257732,3,0.01
--,CBS,254,Live Phone,Likely Voters - Republican,2016-10-12,2016-10-16,9,81,6,5,Nonpartisan,90,NA,254,23,0.1,206,0.9,13,0.05
--,CBS,242,Live Phone,Likely Voters - independent,2016-10-12,2016-10-16,45,39,7,8,Nonpartisan,84,NA,242,109,0.5357142857142857,94,0.4642857142857143,19,0.08
--,CBS,1189,Live Phone,Likely Voters,2016-10-12,2016-10-16,47,38,3,5,Nonpartisan,85,0,1189,559,0.5529411764705883,452,0.4470588235294118,59,0.05
--,CBS,282,Live Phone,Likely Voters - Democrat,2016-10-12,2016-10-16,89,5,0,3,Nonpartisan,94,NA,282,251,0.9468085106382979,14,0.05319148936170213,8,0.03
--,CBS,254,Live Phone,Likely Voters - Republican,2016-10-12,2016-10-16,8,77,4,3,Nonpartisan,85,NA,254,20,0.09411764705882353,196,0.9058823529411765,8,0.03
--,CBS,242,Live Phone,Likely Voters - independent,2016-10-12,2016-10-16,38,36,3,9,Nonpartisan,74,NA,242,92,0.5135135135135135,87,0.4864864864864865,22,0.09
--,Rasmussen,1500,IVR/Online,Likely Voters,2016-10-12,2016-10-16,43,41,6,5,Nonpartisan,84,0,1500,645,0.5119047619047619,615,0.4880952380952381,75,0.05
--,NBC,24804,Internet,Likely Voters,2016-10-10,2016-10-16,51,43,6,0,Nonpartisan,94,0,24804,12650,0.5425531914893617,10666,0.4574468085106383,0,0
--,NBC,24804,Internet,Likely Voters,2016-10-10,2016-10-16,46,40,2,4,Nonpartisan,86,0,24804,11410,0.5348837209302325,9922,0.46511627906976744,992,0.04
--,UPI,1325,Internet,Likely Voters,2016-10-10,2016-10-16,50,46,0,4,Nonpartisan,96,0,1325,662,0.5208333333333334,610,0.4791666666666667,53,0.04
--,Politico,1737,Internet,Likely Voters,2016-10-13,2016-10-15,46,41,14,0,Nonpartisan,87,0,1737,799,0.5287356321839081,712,0.47126436781609193,0,0
--,Politico,676,Internet,Likely Voters - Democrat,2016-10-13,2016-10-15,84,8,9,0,Nonpartisan,92,NA,676,568,0.9130434782608695,54,0.08695652173913043,0,0
--,Politico,566,Internet,Likely Voters - Republican,2016-10-13,2016-10-15,8,82,10,0,Nonpartisan,90,NA,566,45,0.08888888888888889,464,0.9111111111111111,0,0
--,Politico,495,Internet,Likely Voters - independent,2016-10-13,2016-10-15,37,39,24,0,Nonpartisan,76,NA,495,183,0.4868421052631579,193,0.5131578947368421,0,0
--,Politico,1737,Internet,Likely Voters,2016-10-13,2016-10-15,42,36,9,3,Nonpartisan,78,0,1737,730,0.5384615384615384,625,0.46153846153846156,52,0.03
--,Politico,676,Internet,Likely Voters - Democrat,2016-10-13,2016-10-15,81,6,4,3,Nonpartisan,87,NA,676,548,0.9310344827586207,41,0.06896551724137931,20,0.03
--,Politico,566,Internet,Likely Voters - Republican,2016-10-13,2016-10-15,6,78,7,1,Nonpartisan,84,NA,566,34,0.07142857142857142,441,0.9285714285714286,6,0.01
--,Politico,495,Internet,Likely Voters - independent,2016-10-13,2016-10-15,30,30,16,6,Nonpartisan,60,NA,495,148,0.5,148,0.5,30,0.06
--,SurveyUSA,845,IVR/Online,Likely Voters,2016-10-11,2016-10-14,46,36,11,2,Nonpartisan,82,0,845,389,0.5609756097560976,304,0.43902439024390244,17,0.02
--,SurveyUSA,NA,IVR/Online,Likely Voters - Democrat,2016-10-11,2016-10-14,88,5,5,1,Nonpartisan,93,NA,NA,NA,0.946236559139785,NA,0.053763440860215055,NA,0.01
--,SurveyUSA,NA,IVR/Online,Likely Voters - Republican,2016-10-11,2016-10-14,13,75,9,1,Nonpartisan,88,NA,NA,NA,0.14772727272727273,NA,0.8522727272727273,NA,0.01
--,SurveyUSA,NA,IVR/Online,Likely Voters - independent,2016-10-11,2016-10-14,34,34,16,4,Nonpartisan,68,NA,NA,NA,0.5,NA,0.5,NA,0.04
--,Lucid,553,Internet,Likely Voters,2016-10-11,2016-10-13,45,36,10,2,Nonpartisan,81,0,553,249,0.5555555555555556,199,0.4444444444444444,11,0.02
--,Rasmussen,NA,IVR/Online,Likely Voters - Democrat,2016-10-11,2016-10-13,76,16,2,3,Nonpartisan,92,NA,NA,NA,0.8260869565217391,NA,0.17391304347826086,NA,0.03
--,Rasmussen,NA,IVR/Online,Likely Voters - Republican,2016-10-11,2016-10-13,9,77,5,6,Nonpartisan,86,NA,NA,NA,0.10465116279069768,NA,0.8953488372093024,NA,0.06
--,Rasmussen,NA,IVR/Online,Likely Voters - independent,2016-10-11,2016-10-13,32,38,10,8,Nonpartisan,70,NA,NA,NA,0.45714285714285713,NA,0.5428571428571428,NA,0.08
--,NBC,905,Live Phone,Likely Voters,2016-10-10,2016-10-13,48,37,3,5,Nonpartisan,85,0,905,434,0.5647058823529412,335,0.43529411764705883,45,0.05
--,ABC,740,Live Phone,Likely Voters,2016-10-10,2016-10-13,47,43,3,2,Nonpartisan,90,0,740,348,0.5222222222222223,318,0.4777777777777778,15,0.02
--,GWU,1000,Live Phone,Likely Voters,2016-10-08,2016-10-13,47,39,4,2,Nonpartisan,86,0,1000,470,0.5465116279069767,390,0.45348837209302323,20,0.02
--,GWU,440,Live Phone,Likely Voters - Democrat,2016-10-08,2016-10-13,87,5,2,2,Nonpartisan,92,NA,440,383,0.9456521739130435,22,0.05434782608695652,9,0.02
--,GWU,400,Live Phone,Likely Voters - Republican,2016-10-08,2016-10-13,7,81,3,0,Nonpartisan,88,NA,400,28,0.07954545454545454,324,0.9204545454545454,0,0
--,GWU,160,Live Phone,Likely Voters - independent,2016-10-08,2016-10-13,33,31,13,7,Nonpartisan,64,NA,160,53,0.515625,50,0.484375,11,0.07
--,FOX,917,Live Phone,Likely Voters,2016-10-10,2016-10-12,45,38,6,4,Nonpartisan,83,0,917,413,0.54216867469879515,348,0.4578313253012048,37,0.04
--,FOX,NA,Live Phone,Likely Voters - Democrat,2016-10-10,2016-10-12,81,5,4,3,Nonpartisan,86,NA,NA,NA,0.9418604651162791,NA,0.05813953488372093,NA,0.03
--,FOX,NA,Live Phone,Likely Voters - Republican,2016-10-10,2016-10-12,6,80,6,1,Nonpartisan,86,NA,NA,NA,0.06976744186046512,NA,0.9302325581395349,NA,0.01
--,FOX,NA,Live Phone,Likely Voters - independent,2016-10-10,2016-10-12,35,35,9,13,Nonpartisan,70,NA,NA,NA,0.5,NA,0.5,NA,0.13
--,Insights West,953,Internet,Likely Voters,2016-10-10,2016-10-11,42,37,10,5,Nonpartisan,79,0,953,400,0.5316455696202531,353,0.46835443037974683,48,0.05
--,Insights West,NA,Internet,Likely Voters - Democrat,2016-10-10,2016-10-11,87,5,6,0,Nonpartisan,92,NA,NA,NA,0.9456521739130435,NA,0.05434782608695652,NA,0
--,Insights West,NA,Internet,Likely Voters - Republican,2016-10-10,2016-10-11,8,74,8,5,Nonpartisan,82,NA,NA,NA,0.0975609756097561,NA,0.9024390243902439,NA,0.05
--,Insights West,NA,Internet,Likely Voters - independent,2016-10-10,2016-10-11,32,31,15,10,Nonpartisan,63,NA,NA,NA,0.5079365079365079,NA,0.49206349206349204,NA,0.1
--,Rasmussen,1500,IVR/Online,Likely Voters,2016-10-09,2016-10-11,43,39,5,6,Nonpartisan,82,0,1500,645,0.524390243902439,585,0.47560975609756095,90,0.06
--,Politico,1757,Internet,Likely Voters,2016-10-10,2016-10-10,46,41,13,0,Nonpartisan,87,0,1757,808,0.5287356321839081,720,0.47126436781609193,0,0
--,Politico,677,Internet,Likely Voters - Democrat,2016-10-10,2016-10-10,85,9,6,0,Nonpartisan,94,NA,677,575,0.9042553191489362,61,0.09574468085106383,0,0
--,Politico,550,Internet,Likely Voters - Republican,2016-10-10,2016-10-10,9,83,8,0,Nonpartisan,92,NA,550,50,0.09782608695652174,456,0.9021739130434783,0,0
--,Politico,529,Internet,Likely Voters - independent,2016-10-10,2016-10-10,36,38,26,0,Nonpartisan,74,NA,529,190,0.4864864864864865,201,0.5135135135135135,0,0
--,Politico,1757,Internet,Likely Voters,2016-10-10,2016-10-10,42,37,7,3,Nonpartisan,79,0,1757,738,0.5316455696202531,650,0.46835443037974683,53,0.03
--,Politico,677,Internet,Likely Voters - Democrat,2016-10-10,2016-10-10,81,8,4,3,Nonpartisan,89,NA,677,548,0.9101123595505618,54,0.0898876404494382,20,0.03
--,Politico,550,Internet,Likely Voters - Republican,2016-10-10,2016-10-10,7,77,5,1,Nonpartisan,84,NA,550,38,0.08333333333333333,424,0.9166666666666666,6,0.01
--,Politico,529,Internet,Likely Voters - independent,2016-10-10,2016-10-10,29,34,14,6,Nonpartisan,63,NA,529,153,0.4603174603174603,180,0.5396825396825397,32,0.06
--,Lucid,543,Internet,Likely Voters,2016-10-08,2016-10-10,44,37,11,2,Nonpartisan,81,0,543,239,0.5432098765432098,201,0.4567901234567901,11,0.02
--,Ipsos,2363,Internet,Likely Voters,2016-10-06,2016-10-10,44,37,10,9,Nonpartisan,81,0,2363,1040,0.5432098765432098,874,0.4567901234567901,213,0.09
--,Ipsos,NA,Internet,Likely Voters - Democrat,2016-10-06,2016-10-10,79,9,6,5,Nonpartisan,88,NA,NA,NA,0.8977272727272727,NA,0.10227272727272728,NA,0.05
--,Ipsos,NA,Internet,Likely Voters - Republican,2016-10-06,2016-10-10,8,77,6,9,Nonpartisan,85,NA,NA,NA,0.09411764705882353,NA,0.9058823529411765,NA,0.09
--,Ipsos,NA,Internet,Likely Voters - independent,2016-10-06,2016-10-10,24,32,17,27,Nonpartisan,56,NA,NA,NA,0.42857142857142855,NA,0.5714285714285714,NA,0.27
--,Ipsos,2363,Internet,Likely Voters,2016-10-06,2016-10-10,44,37,9,4,Nonpartisan,81,0,2363,1040,0.5432098765432098,874,0.4567901234567901,95,0.04
--,Ipsos,NA,Internet,Likely Voters - Democrat,2016-10-06,2016-10-10,79,10,4,3,Nonpartisan,89,NA,NA,NA,0.8876404494382022,NA,0.11235955056179775,NA,0.03
--,Ipsos,NA,Internet,Likely Voters - Republican,2016-10-06,2016-10-10,8,77,6,4,Nonpartisan,85,NA,NA,NA,0.09411764705882353,NA,0.9058823529411765,NA,0.04
--,Ipsos,NA,Internet,Likely Voters - independent,2016-10-06,2016-10-10,23,31,15,16,Nonpartisan,54,NA,NA,NA,0.42592592592592593,NA,0.5740740740740741,NA,0.16
--,Rasmussen,NA,IVR/Online,Likely Voters - Democrat,2016-10-06,2016-10-10,80,11,1,4,Nonpartisan,91,NA,NA,NA,0.8791208791208791,NA,0.12087912087912088,NA,0.04
--,Rasmussen,NA,IVR/Online,Likely Voters - Republican,2016-10-06,2016-10-10,17,69,4,4,Nonpartisan,86,NA,NA,NA,0.19767441860465115,NA,0.8023255813953488,NA,0.04
--,Rasmussen,NA,IVR/Online,Likely Voters - independent,2016-10-06,2016-10-10,29,39,7,12,Nonpartisan,68,NA,NA,NA,0.4264705882352941,NA,0.5735294117647058,NA,0.12
--,Pew,3616,Live Phone,Registered Voters,2016-09-27,2016-10-10,46,39,0,5,Nonpartisan,85,1,3616,1663,0.5411764705882353,1410,0.4588235294117647,181,0.05
--,Public Religion Research Institute,886,Live Phone,Likely Voters,2016-10-05,2016-10-09,49,38,8,4,Nonpartisan,87,0,886,434,0.5632183908045977,337,0.4367816091954023,35,0.04
--,UPI,1350,Internet,Likely Voters,2016-10-03,2016-10-09,50,44,0,6,Nonpartisan,94,0,1350,675,0.5319148936170213,594,0.46808510638297873,81,0.06
--,NBC,23329,Internet,Likely Voters,2016-10-03,2016-10-09,51,44,5,0,Nonpartisan,95,0,23329,11898,0.5368421052631579,10265,0.4631578947368421,0,0
--,NBC,23329,Internet,Likely Voters,2016-10-03,2016-10-09,46,41,2,3,Nonpartisan,87,0,23329,10731,0.5287356321839081,9565,0.47126436781609193,700,0.03
--,Politico,1390,Internet,Likely Voters,2016-10-08,2016-10-08,45,41,14,0,Nonpartisan,86,0,1390,626,0.5232558139534884,570,0.47674418604651164,0,0
--,Politico,491,Internet,Likely Voters - Democrat,2016-10-08,2016-10-08,88,6,6,0,Nonpartisan,94,NA,491,432,0.9361702127659575,29,0.06382978723404255,0,0
--,Politico,480,Internet,Likely Voters - Republican,2016-10-08,2016-10-08,7,78,15,0,Nonpartisan,85,NA,480,34,0.08235294117647059,374,0.9176470588235294,0,0
--,Politico,419,Internet,Likely Voters - independent,2016-10-08,2016-10-08,38,40,22,0,Nonpartisan,78,NA,419,159,0.48717948717948717,168,0.5128205128205128,0,0
--,Politico,1390,Internet,Likely Voters,2016-10-08,2016-10-08,42,38,9,3,Nonpartisan,80,0,1390,584,0.525,528,0.475,42,0.03
--,Politico,491,Internet,Likely Voters - Democrat,2016-10-08,2016-10-08,87,5,3,2,Nonpartisan,92,NA,491,427,0.9456521739130435,25,0.05434782608695652,10,0.02
--,Politico,480,Internet,Likely Voters - Republican,2016-10-08,2016-10-08,7,74,12,1,Nonpartisan,81,NA,480,34,0.08641975308641975,355,0.9135802469135802,5,0.01
--,Politico,419,Internet,Likely Voters - independent,2016-10-08,2016-10-08,30,35,14,5,Nonpartisan,65,NA,419,126,0.46153846153846156,147,0.5384615384615384,21,0.05
--,YouGov,1135,Internet,Registered Voters,2016-10-07,2016-10-08,44,38,9,4,Nonpartisan,82,1,1135,499,0.5365853658536586,431,0.4634146341463415,45,0.04
--,YouGov,454,Internet,Registered Voters - Democrat,2016-10-07,2016-10-08,87,6,4,2,Nonpartisan,93,NA,454,395,0.9354838709677419,27,0.06451612903225806,9,0.02
--,YouGov,317,Internet,Registered Voters - Republican,2016-10-07,2016-10-08,3,81,5,4,Nonpartisan,84,NA,317,10,0.03571428571428571,257,0.9642857142857143,13,0.04
--,YouGov,364,Internet,Registered Voters - independent,2016-10-07,2016-10-08,36,35,16,5,Nonpartisan,71,NA,364,131,0.5070422535211268,127,0.49295774647887325,18,0.05
--,Lucid,533,Internet,Likely Voters,2016-10-05,2016-10-07,46,36,10,2,Nonpartisan,82,0,533,245,0.5609756097560976,192,0.43902439024390244,11,0.02
--,Quinnipiac,1064,Live Phone,Likely Voters,2016-10-05,2016-10-06,45,40,4,3,Nonpartisan,85,0,1064,479,0.5294117647058824,426,0.47058823529411764,32,0.03
--,Quinnipiac,NA,Live Phone,Likely Voters - Democrat,2016-10-05,2016-10-06,89,3,2,3,Nonpartisan,92,NA,NA,NA,0.967391304347826,NA,0.03260869565217391,NA,0.03
--,Quinnipiac,NA,Live Phone,Likely Voters - Republican,2016-10-05,2016-10-06,5,87,2,1,Nonpartisan,92,NA,NA,NA,0.05434782608695652,NA,0.9456521739130435,NA,0.01
--,Quinnipiac,NA,Live Phone,Likely Voters - independent,2016-10-05,2016-10-06,46,32,4,8,Nonpartisan,78,NA,NA,NA,0.5897435897435898,NA,0.41025641025641024,NA,0.08
--,Rasmussen,1500,IVR/Online,Likely Voters,2016-10-04,2016-10-06,43,42,4,4,Nonpartisan,85,0,1500,645,0.5058823529411764,630,0.49411764705882355,60,0.04
--,FOX,896,Live Phone,Likely Voters,2016-10-03,2016-10-06,44,42,5,3,Nonpartisan,86,0,896,394,0.5116279069767442,376,0.4883720930232558,27,0.03
--,FOX,NA,Live Phone,Likely Voters - Democrat,2016-10-03,2016-10-06,87,3,3,4,Nonpartisan,90,NA,NA,NA,0.9666666666666667,NA,0.03333333333333333,NA,0.04
--,FOX,NA,Live Phone,Likely Voters - Republican,2016-10-03,2016-10-06,4,84,5,1,Nonpartisan,88,NA,NA,NA,0.045454545454545456,NA,0.9545454545454546,NA,0.01
--,FOX,NA,Live Phone,Likely Voters - independent,2016-10-03,2016-10-06,35,39,7,8,Nonpartisan,74,NA,NA,NA,0.47297297297297297,NA,0.527027027027027,NA,0.08
--,Rasmussen,NA,IVR/Online,Likely Voters - Democrat,2016-10-03,2016-10-05,77,15,2,3,Nonpartisan,92,NA,NA,NA,0.8369565217391305,NA,0.16304347826086957,NA,0.03
--,Rasmussen,NA,IVR/Online,Likely Voters - Republican,2016-10-03,2016-10-05,12,77,4,2,Nonpartisan,89,NA,NA,NA,0.1348314606741573,NA,0.8651685393258427,NA,0.02
--,Rasmussen,NA,IVR/Online,Likely Voters - independent,2016-10-03,2016-10-05,28,40,5,9,Nonpartisan,68,NA,NA,NA,0.4117647058823529,NA,0.5882352941176471,NA,0.09
--,Lucid,451,Internet,Likely Voters,2016-10-02,2016-10-04,45,37,9,3,Nonpartisan,82,0,451,203,0.5487804878048781,167,0.45121951219512196,14,0.03
--,YouGov,1055,Internet,Registered Voters,2016-10-01,2016-10-03,43,40,7,5,Nonpartisan,83,1,1055,454,0.5180722891566265,422,0.4819277108433735,53,0.05
--,YouGov,415,Internet,Registered Voters - Democrat,2016-10-01,2016-10-03,84,8,5,2,Nonpartisan,92,NA,415,349,0.9130434782608695,33,0.08695652173913043,8,0.02
--,YouGov,255,Internet,Registered Voters - Republican,2016-10-01,2016-10-03,5,85,4,2,Nonpartisan,90,NA,255,13,0.05555555555555555,217,0.9444444444444444,5,0.02
--,YouGov,385,Internet,Registered Voters - independent,2016-10-01,2016-10-03,35,36,11,10,Nonpartisan,71,NA,385,135,0.49295774647887325,139,0.5070422535211268,38,0.1
--,Rasmussen,1500,IVR/Online,Likely Voters,2016-09-29,2016-10-03,42,41,4,4,Nonpartisan,83,0,1500,630,0.5060240963855421,615,0.4939759036144578,60,0.04
--,Ipsos,1239,Internet,Likely Voters,2016-09-29,2016-10-03,44,37,9,9,Nonpartisan,81,0,1239,545,0.5432098765432098,458,0.4567901234567901,112,0.09
--,Ipsos,NA,Internet,Likely Voters - Democrat,2016-09-29,2016-10-03,84,7,5,5,Nonpartisan,91,NA,NA,NA,0.9230769230769231,NA,0.07692307692307693,NA,0.05
--,Ipsos,NA,Internet,Likely Voters - Republican,2016-09-29,2016-10-03,11,74,7,8,Nonpartisan,85,NA,NA,NA,0.12941176470588237,NA,0.8705882352941177,NA,0.08
--,Ipsos,NA,Internet,Likely Voters - independent,2016-09-29,2016-10-03,16,29,25,29,Nonpartisan,45,NA,NA,NA,0.35555555555555557,NA,0.6444444444444445,NA,0.29
--,Ipsos,1239,Internet,Likely Voters,2016-09-29,2016-10-03,42,36,8,5,Nonpartisan,78,0,1239,520,0.5384615384615384,446,0.46153846153846156,62,0.05
--,Ipsos,NA,Internet,Likely Voters - Democrat,2016-09-29,2016-10-03,81,7,5,5,Nonpartisan,88,NA,NA,NA,0.9204545454545454,NA,0.07954545454545454,NA,0.05
--,Ipsos,NA,Internet,Likely Voters - Republican,2016-09-29,2016-10-03,9,72,6,4,Nonpartisan,81,NA,NA,NA,0.1111111111111111,NA,0.8888888888888888,NA,0.04
--,Ipsos,NA,Internet,Likely Voters - independent,2016-09-29,2016-10-03,17,28,16,12,Nonpartisan,45,NA,NA,NA,0.37777777777777777,NA,0.6222222222222222,NA,0.12
--,Morning Consult,1778,Internet,Likely Voters,2016-09-30,2016-10-02,46,39,16,0,Nonpartisan,85,0,1778,818,0.5411764705882353,693,0.4588235294117647,0,0
